Customer_Key,Type,RecencyDays,Frequency,Monetary,Tenure,Streaming
61393,BTC,13,10,643.321152,257,0
61409,BTC,22,11,656.3050179999999,363,705
61834,BTC,16,6,313.642005,138,0
62171,BTC,6,17,848.9397938999999,340,0
62364,BTC,2,7,131.52875999999998,63,1
62408,BTS,3,13,290.46190262790003,155,540
62583,BTS,7,13,217.96180800000002,159,0
62804,BTC,2,12,287.3246807065,93,15
62870,BTC,28,5,312.682,150,1525
62970,BTC,9,4,235.10519999999997,100,31
63086,BTC,27,8,292.61730228609997,149,0
63538,BTC,30,19,902.1599184513999,364,1009
63950,BTC,4,36,834.3188415226999,362,2300
64519,BTC,26,6,109.257232,126,213
65017,BTC,11,3,70.963692,282,0
65093,BTC,24,24,1208.2701203555,358,17
65117,BTC,34,3,7.440226000000001,35,0
65496,BTC,24,7,333.085653,146,0
65816,BTC,8,2,78.53472,38,200
66031,BTC,13,20,991.5825458999999,349,1389
66531,BTC,11,14,461.27961386059997,331,0
67143,BTS,7,9,512.8910629999999,312,1078
67351,BTC,12,15,749.1152698999999,301,89
67970,BTC,11,3,48.12461999999999,41,0
68978,BTC,8,24,951.1928661226,354,0
69062,BTC,6,8,470.753996,189,1274
70170,BTC,2,14,90.664193,148,251
70549,BTC,17,10,331.48486299999996,139,1430
70793,BTC,20,11,300.984197,142,46
70988,BTC,24,5,0,118,0
71195,BTC,18,24,884.3504840029999,359,7449
71456,BTC,62,16,-221.61217159219999,362,480
71986,BTC,2,8,461.29619999999994,185,294
72270,BTC,4,12,940.4207999999999,338,0
72311,BTC,3,17,988.9827205134999,337,30
73368,BTC,16,40,501.3733335349999,364,342
73408,BTC,23,20,613.4716158,239,16
73723,BTC,37,2,19.304658,53,206
73799,BTC,13,20,911.186517,361,0
73998,BTC,23,14,926.214664,357,0
74000,BTC,18,28,20.820004,96,90
74538,BTC,28,4,-27.190642,31,446
74639,BTS,14,14,900.0092,348,0
74645,BTC,5,8,0,161,1044
75049,BTC,26,12,817.880193,315,7459
75447,BTC,15,6,291.432824,137,0
75737,BTC,1,31,503.090452682,203,0
76148,BTC,10,9,626.9472,254,2119
76497,BTC,13,25,741.8036639,337,3452
76836,BTC,11,12,924.5888,345,0
77206,BTC,21,6,391.842,173,363
77422,BTC,23,20,926.2179292362999,357,0
78144,BTS,21,6,391.842,235,39
78462,BTC,1,8,548.5788,215,320
78897,BTC,26,13,151.42360689999998,147,0
79241,BTB,3,50,1272.2859121959,359,0
79266,BTB,6,12,916.6727999999999,340,0
79602,BTC,4,22,947.9847197229999,338,561
79812,BTC,9,12,257.150368,296,312
80125,BTC,24,12,924.5888,358,0
80271,BTC,18,6,210.375635,109,341
80745,BTC,12,12,924.5888,346,2005
80875,BTC,12,6,140.57735399999999,73,0
80928,BTC,11,20,-59.460782999999985,163,67
81571,BTB,14,8,462.7602111192,44,36
81953,BTC,22,19,1123.5423549682998,356,7577
81970,BTC,18,3,62.82464399999999,48,28
82383,BTC,25,22,587.495564,239,0
82743,BTC,24,10,279.16062,209,1060
83060,BTC,30,12,369.599427,213,278
83200,BTC,30,8,548.5788,244,24
83322,BTC,19,13,759.20128,278,0
83448,BTC,64,54,782.1070030033,346,71
83455,BTC,17,6,119.39463099999999,78,289
83569,BTC,5,12,916.6727999999999,339,14
84024,BTS,10,1,0,10,318
84095,BTC,12,6,392.67359999999996,164,800
84116,BTC,5,17,948.6328399999999,339,0
84333,BTC,20,14,956.3883744839999,354,280
84348,BTC,12,10,613.061297,256,0
84385,BTC,15,13,675.3826329999999,259,1095
84766,BTC,6,12,940.4207999999999,340,0
85548,BTC,10,8,388.1466269192,137,769
85560,BTC,3,30,883.9280449999999,364,0
85608,BTC,8,15,945.6457131921,342,0
85790,BTB,17,13,421.06245099999995,200,2852
86059,BTS,8,9,464.504215,191,835
86110,BTC,8,21,896.140906,342,0
86155,BTC,23,12,926.55104,357,0
86475,BTC,15,12,940.4207999999999,349,0
86824,BTC,9,15,174.58163299999998,298,1317
87033,BTC,2,21,683.1049059,363,358
87123,BTC,15,9,466.47326799999996,228,1065
87582,BTC,13,33,420.6365409999999,350,5
87594,BTB,19,13,841.3456092864,308,0
87671,BTS,29,12,924.5888,363,0
87712,BTC,16,6,288.614805,138,0
87798,BTB,24,17,940.625786,358,36
87830,BTC,8,18,900.5062855683999,342,121
88013,BTC,1,14,861.780502,323,0
88496,BTB,16,7,367.704637,169,99
88811,BTC,12,15,-20.539145,197,4483
89323,BTC,5,10,493.4094426,188,969
89458,BTB,10,7,171.75834459479998,71,0
89698,BTS,3,22,914.2872623503999,338,0
89910,BTB,15,24,477.3868226249,207,2
89991,BTC,21,14,927.9647941,280,61
90211,BTC,25,2,37.24442,172,51
90249,BTC,6,14,913.108939,354,0
91288,BTB,18,1,0,18,0
91451,BTC,15,28,938.2139208886999,353,1053
92495,BTS,16,32,1194.2749641878,365,125
93019,BTC,19,31,889.9885131,353,2672
93149,BTC,22,13,630.9097019999999,322,36
93633,BTC,5,14,655.3374159368,221,0
94010,BTC,22,15,847.3470209999999,342,1322
94028,BTC,85,6,696.981863,360,1338
94098,BTC,8,15,95.35493419999999,100,24
94476,BTC,12,9,370.134088,165,2556
94922,BTC,4,15,924.5695489999999,352,0
94990,BTS,19,12,142.58931399999997,141,43
95356,BTC,12,31,889.4776615999999,346,139
95363,BTC,2,11,421.47927899999996,338,9
95834,BTC,17,12,900.8408,351,0
95858,BTS,14,16,940.9236269999999,359,1408
95964,BTC,17,6,375.2184,170,3312
96335,BTC,22,6,89.19335799999999,327,1064
96388,BTC,11,13,640.476373,255,514
96650,BTS,1,7,470.21039999999994,183,291
96737,BTC,7,12,23.70042,304,1383
96825,BTC,22,12,924.5888,356,1406
96956,BTC,4,19,793.9163759881999,345,726
97115,BTC,11,5,-31.083538,74,35
97142,BTC,15,24,1089.1111620862998,349,8
97209,BTC,16,13,366.43469699999997,282,0
97261,BTC,8,2,4.663198,8,0
97280,BTC,11,12,918.6182399999999,345,0
97833,BTC,25,27,392.94645997619995,351,0
98663,BTC,7,22,694.1887849,327,3
98764,BTC,21,36,894.7274339999999,357,0
98886,BTC,4,3,1.7753473994000002,4,0
99480,BTC,30,4,0,111,509
99508,BTC,13,37,1445.7123546561,347,1055
99551,BTC,6,13,669.6512392669999,265,1627
99572,BTC,25,5,312.682,147,1063
99713,BTS,11,12,940.4207999999999,345,0
100219,BTC,22,20,731.6173594764999,311,0
100663,BTC,15,10,225.610414,155,0
100847,BTC,5,13,902.4558219999999,325,459
100860,BTC,10,10,364.55449957049996,132,892
100895,BTC,28,1,0,28,377
101583,BTC,26,8,410.43517699999995,148,72
101891,BTC,4,5,-51.4627247718,345,0
102259,BTC,28,5,312.682,150,319
102332,BTC,6,28,1218.906877,340,0
102720,BTS,12,13,921.967225,346,456
102936,BTC,21,14,557.0388322668999,272,0
103813,BTC,4,29,762.2617319999999,347,19
103921,BTC,12,23,1159.0062992739,346,0
104421,BTC,3,25,935.861236,337,0
105380,BTC,16,3,54.026619999999994,46,36
105437,BTC,19,13,908.0102219999999,353,3935
106047,BTC,2,32,526.3405792131999,359,457
106442,BTC,6,5,101.661903,63,42
106845,BTC,2,8,219.01793460279998,63,0
107768,BTC,13,1,0,13,99
108081,BTC,28,13,962.57108059,362,0
108137,BTC,13,4,116.356822,43,2
108496,BTB,20,6,391.842,336,198
108913,BTC,8,11,533.3192769999999,327,497
109464,BTC,19,5,0,319,765
109787,BTC,15,26,826.6411999999999,354,0
109833,BTC,9,5,391.842,131,2321
109900,BTC,17,6,59.382724999999994,47,0
110246,BTS,53,4,742.7603656841,342,1744
110865,BTC,7,19,885.524967322,296,1036
111191,BTC,28,5,176.48322,184,2267
112494,BTS,5,20,882.742983,354,0
112923,BTC,12,27,909.0839589999999,345,42
113292,BTC,95,23,1430.7578449999999,347,5254
113398,BTC,1,15,113.7724988062,123,1107
113560,BTS,4,5,19.322947,4,225
114642,BTC,2,1,0,2,5
114698,BTC,21,2,0,53,446
114735,BTC,18,7,682.089891,341,1157
115108,BTC,12,13,952.67508885,344,86
115318,BTS,26,5,266.061857,117,0
115412,BTC,20,30,837.585745,354,0
115707,BTS,20,4,173.344017,50,265
116034,BTC,27,8,664.6222664554999,303,0
116338,BTC,28,4,177.42746,180,206
116393,BTC,24,6,164.3356455514,326,2
117059,BTB,4,13,173.637139,290,918
117105,BTC,7,2,78.3684,37,82
117587,BTC,29,15,925.9688209999999,363,0
117805,BTS,10,11,254.70491864199997,212,266
118098,BTB,7,12,730.4262399999999,266,0
118109,BTS,20,19,906.8460509999999,354,0
118476,BTC,30,7,161.53984599999998,349,0
119244,BTS,22,15,336.5151767137,205,821
119532,BTC,29,8,677.446032458,342,139
119925,BTC,11,14,856.407252,331,574
120127,BTC,11,26,463.1525948,225,2782
120199,BTB,13,34,1035.6645839999999,359,0
120212,BTC,19,6,391.842,171,95
120219,BTC,24,13,514.0295209999999,238,0
120723,BTC,12,33,891.2527976874,361,30
121160,BTC,3,14,949.317201,337,829
121308,BTC,24,5,233.7136,146,1251
121363,BTC,20,13,-3.738750820900001,205,940
121778,BTC,13,21,831.6924339,347,0
121826,BTC,1,6,311.29443999999995,122,0
121842,BTC,18,4,0,113,58
122379,BTS,12,11,685.9604059999999,271,889
122391,BTC,17,10,307.937047,139,1302
122800,BTC,22,4,-11.702746523499997,23,0
123751,BTC,3,29,1017.3355738646,337,3550
123767,BTC,9,4,16.079252,76,6
124352,BTB,1,16,903.6743749,312,0
124366,BTC,23,16,843.812696,357,0
124436,BTC,18,7,476.9485677799,171,159
124740,BTS,4,17,294.79483239999996,171,641
125123,BTC,15,13,901.5989289999999,349,465
125612,BTC,11,10,560.236764,194,15
126532,BTC,31,1,0,31,44
126769,BTC,25,21,1077.8958152963999,359,0
126778,BTC,8,8,469.37285599999996,191,118
126961,BTC,3,11,458.06408899999997,197,0
126977,BTC,9,10,626.9036269999999,253,0
127053,BTC,4,6,37.5276942575,4,0
127149,BTC,8,27,889.7385629999999,354,1315
127214,BTC,26,21,868.0820495393999,361,139
127365,BTC,16,41,1283.317686552,356,138
127399,BTC,2,28,662.1903751276999,341,57
127808,BTS,27,9,390.48293381689996,179,36
127827,BTS,20,13,486.1102889,172,388
127901,BTC,18,7,289.747884,109,0
128059,BTC,25,6,67.521284,55,573
128070,BTC,20,21,636.3983869,203,480
128163,BTC,29,5,313.4736,151,0
128500,BTC,5,11,452.0331609,165,341
128538,BTC,16,6,299.07780699999995,138,31
128886,BTC,3,6,112.326444,64,487
129084,BTC,22,8,548.5788,236,96
129525,BTC,28,2,78.3684,58,0
129957,BTC,19,6,292.142,171,1817
130170,BTC,35,1,0,35,130
130871,BTS,15,16,901.7807789,363,0
131280,BTC,20,14,351.95471314319997,172,465
131346,BTC,5,10,487.86977089999993,188,3324
131841,BTC,21,5,111.2709334507,51,0
131869,BTC,15,9,542.269907,229,1218
131932,BTC,25,18,697.8718538523999,359,0
132057,BTC,12,7,470.21039999999994,195,11
132206,BTC,24,4,156.7368,123,6043
132566,BTC,27,24,956.1137105605,360,318
132578,BTC,27,10,0,212,682
132725,BTC,10,34,710.2356383399999,277,269
132806,BTC,25,12,799.9367207268,314,0
133318,BTB,7,15,445.44324099999994,190,374
133409,BTC,11,10,-50.216134,197,257
133708,BTS,5,1,0,5,13
134480,BTC,25,25,1055.6476412,359,0
134700,BTC,6,16,904.4115039999999,342,1298
134721,BTC,9,2,78.3684,39,0
134837,BTC,24,19,989.3143849999999,358,370
135506,BTC,3,30,752.5645628629,344,769
135780,BTB,10,6,40.895298,55,292
136080,BTC,4,27,796.4010051880999,338,0
136090,BTC,12,2,-21.113779,12,0
136139,BTC,12,12,924.5888,346,0
136484,BTC,6,21,933.2746739999999,340,53
136893,BTC,17,3,84.96362099999999,47,0
137526,BTC,14,27,948.9757550293999,359,0
137797,BTC,11,23,308.0313362,194,0
139293,BTC,19,10,434.90293099999997,171,0
139504,BTC,17,17,956.3400126841999,351,198
139583,BTC,4,29,917.6897269,346,605
139620,BTC,30,5,175.119195,91,0
139848,BTC,17,6,391.842,169,1415
139926,BTB,19,11,370.369786,141,109
140139,BTC,17,15,901.0613129999999,351,766
140280,BTC,3,9,129.104161,34,0
140633,BTC,22,26,917.3777299794999,356,0
140709,BTC,12,12,940.4207999999999,346,479
141255,BTC,11,24,582.738886,364,15518
141326,BTC,23,12,779.6364229999999,312,15
141775,BTC,2,6,150.6946879,63,0
141977,BTS,18,9,264.893177928,109,0
142218,BTC,4,28,1004.746621,363,0
143752,BTC,15,50,1010.0294265146999,360,0
144869,BTC,10,17,775.1953699999999,337,1858
145264,BTS,9,16,776.218096,357,915
145740,BTC,3,23,941.602327032,337,0
146325,BTC,12,10,606.9830149999999,256,2855
146432,BTC,18,4,132.765017,79,0
146781,BTC,16,12,940.4207999999999,350,0
146789,BTC,6,12,924.5888,340,133
146970,BTC,15,2,22.46004,64,42
147133,BTC,29,5,-51.656880739,29,1215
147196,BTC,14,6,375.2184,167,817
147299,BTC,30,8,431.566222,213,0
147311,BTC,9,5,254.85161999999997,172,9
149197,BTC,30,12,147.5309887867,60,0
149246,BTC,29,2,0,99,118
149512,BTC,17,13,916.6252239999999,351,612
149968,BTC,5,5,313.4736,127,678
150058,BTB,3,19,1003.511582935,346,251
150335,BTC,17,5,-112.49489407620001,47,0
151904,BTB,25,16,597.12367678,239,651
151986,BTB,28,27,563.439551868,303,758
153500,BTC,22,10,705.3155999999999,281,179
153502,BTC,28,20,152.6992938,127,440
154078,BTS,1,18,950.8863078073999,358,0
154081,BTB,24,16,804.2408599999999,313,229
154438,BTC,27,12,496.441271,210,1499
154469,BTC,9,3,0,40,391
154992,BTC,88,2,23.251877999999998,88,89
155046,BTC,4,21,831.7298368999999,338,0
155135,BTC,22,14,207.45404670349998,232,523
156017,BTC,15,22,858.396229,355,673
156097,BTC,7,20,870.982587,341,0
156107,BTC,3,15,936.1474258999999,337,842
156309,BTC,4,15,820.2985689999999,359,717
156700,BTB,21,6,30.478905414799996,21,0
156711,BTS,9,1,0,9,216
156771,BTC,2,29,915.7219719999999,363,0
157015,BTS,14,12,924.5888,348,0
157080,BTC,27,20,843.1941034936999,361,138
157219,BTC,28,4,156.7368,127,3
157267,BTC,17,3,117.18491999999999,365,790
157757,BTC,21,20,985.3965929999999,365,1225
157817,BTC,7,11,11.263557953800005,96,353
158372,BTC,29,33,824.0961777578999,363,208
158792,BTC,8,31,814.0131681795999,339,3541
158867,BTC,21,12,900.8408,355,0
159182,BTC,27,19,732.2823678999999,347,0
159281,BTC,37,8,78.89123099999999,198,334
159628,BTC,24,9,557.20502,238,1100
159736,BTC,6,12,836.856597,348,31
159738,BTS,25,15,862.9902249999999,345,1607
159792,BTS,8,3,156.7368,69,82
160125,BTC,16,13,771.7765459999999,351,8116
160195,BTC,2,31,739.7196747999999,349,5462
160220,BTC,26,16,992.7050559999999,360,75
160784,BTC,23,7,235.57542499999997,145,1155
160997,BTC,27,6,375.2184,180,0
161079,BTC,26,9,423.26980699999996,179,2524
161083,BTS,4,30,1025.097616,339,22
161099,BTC,47,9,728.9406371,254,1150
161244,BTC,26,6,68.0553819788,135,0
161419,BTC,6,12,924.5888,340,287
161581,BTC,22,24,803.1521336659999,364,0
161623,BTC,2,16,210.016422,154,0
161760,BTC,10,9,365.63710899999995,181,1123
161802,BTC,10,25,774.2610933535999,315,6
162301,BTC,26,8,483.542623,209,0
162620,BTC,28,19,-63.631168511400006,178,16
162663,BTC,18,9,281.8036018426,169,0
162992,BTC,21,3,115.5937509355,51,0
163154,BTS,1,7,470.21039999999994,184,267
163302,BTC,18,3,116.547933304,48,0
163718,BTC,19,4,60.131795999999994,49,0
164098,BTS,21,12,924.5888,355,0
164131,BTC,30,14,996.591919,364,0
164154,BTB,25,7,321.611427,147,4675
164209,BTC,6,14,903.7512499999999,340,1051
164278,BTC,6,5,313.4736,128,1285
164618,BTS,19,14,-17.857168166800008,212,0
164705,BTC,3,30,906.5568410612,342,2111
164714,BTC,6,15,1012.2315557653,340,0
164957,BTB,30,18,1310.9033164198,295,922
165196,BTC,25,4,235.10519999999997,116,1473
165475,BTC,27,12,916.6727999999999,361,83
166141,BTC,13,23,349.50514144289997,135,0
166226,BTC,30,6,391.842,182,1557
166340,BTC,11,27,915.7356840240999,357,1764
166437,BTC,1,20,618.201615,354,5252
166735,BTC,23,26,97.40393380100001,342,36
167342,BTC,9,18,223.41171289999997,100,0
167393,BTB,77,21,723.8843539999999,362,2005
167424,BTC,27,12,-7.398587,212,2006
167690,BTC,3,21,708.6187152434,337,2314
167715,BTC,15,28,924.0131613962,304,0
167981,BTB,18,17,984.9898109999999,352,0
